Class,Class_fullname,Approach,Response_model_form,Response_model_index,Response_model_goal,Response_model_detail,Approach2,Approach3,Stringency,Indicator_Type,Indicator,Threshold_value,Flag
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_H,0.79,"Additive model, 50% probability of attanining ASCI_H score above 0.79.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB0,Intermediate,Biostimulatory,% cover,66,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_H,0.64,"Additive model, 50% probability of attanining ASCI_H score above 0.64.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB0,Low,Biostimulatory,% cover,100,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,CSCI,0.99,"Additive model, 50% probability of attanining CSCI score above 0.99.",Response SCAM CSCI,Response (SCAM) CSCI SB0,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,CSCI,0.78,"Additive model, 50% probability of attanining CSCI score above 0.78.",Response SCAM CSCI,Response (SCAM) CSCI SB0,Intermediate,Biostimulatory,% cover,48,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,CSCI,0.66,"Additive model, 50% probability of attanining CSCI score above 0.66.",Response SCAM CSCI,Response (SCAM) CSCI SB0,Low,Biostimulatory,% cover,84,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CC,Constructed channel,Best observed,,,,,Best observed,Best observed CC,High,Biostimulatory,% cover,NA,Insufficient data
CC,Constructed channel,Best observed,,,,,Best observed,Best observed CC,Intermediate,Biostimulatory,% cover,NA,Insufficient data
CC,Constructed channel,Best observed,,,,,Best observed,Best observed CC,Low,Biostimulatory,% cover,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_D,NA,"Additive model, 50% probability of attanining ASCI_D score above NA.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CC,High,Biostimulatory,% cover,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_D,NA,"Additive model, 50% probability of attanining ASCI_D score above NA.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CC,Intermediate,Biostimulatory,% cover,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_D,NA,"Additive model, 50% probability of attanining ASCI_D score above NA.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CC,Low,Biostimulatory,% cover,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_H,NA,"Additive model, 50% probability of attanining ASCI_H score above NA.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CC,High,Biostimulatory,% cover,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_H,NA,"Additive model, 50% probability of attanining ASCI_H score above NA.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CC,Intermediate,Biostimulatory,% cover,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_H,NA,"Additive model, 50% probability of attanining ASCI_H score above NA.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CC,Low,Biostimulatory,% cover,NA,Insufficient data
CC,Constructed channel,Response,SCAM,CSCI,0.53,"Additive model, 50% probability of attanining CSCI score above 0.53.",Response SCAM CSCI,Response (SCAM) CSCI CC,High,Biostimulatory,% cover,94,
CC,Constructed channel,Response,SCAM,CSCI,0.45,"Additive model, 50% probability of attanining CSCI score above 0.45.",Response SCAM CSCI,Response (SCAM) CSCI CC,Intermediate,Biostimulatory,% cover,98,
CC,Constructed channel,Response,SCAM,CSCI,0.37,"Additive model, 50% probability of attanining CSCI score above 0.37.",Response SCAM CSCI,Response (SCAM) CSCI CC,Low,Biostimulatory,% cover,100,
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.97,"Additive model, 50% probability of attanining ASCI_D score above 0.97.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,High,Biostimulatory,TN,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.91,"Additive model, 50% probability of attanining ASCI_D score above 0.91.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Intermediate,Biostimulatory,TN,0.10,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.8,"Additive model, 50% probability of attanining ASCI_D score above 0.8.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Low,Biostimulatory,TN,0.682,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.95,"Additive model, 50% probability of attanining ASCI_H score above 0.95.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,High,Biostimulatory,TN,0.009,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.89,"Additive model, 50% probability of attanining ASCI_H score above 0.89.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Intermediate,Biostimulatory,TN,0.297,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.75,"Additive model, 50% probability of attanining ASCI_H score above 0.75.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Low,Biostimulatory,TN,1.1,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.69,"Additive model, 50% probability of attanining CSCI score above 0.69.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,High,Biostimulatory,TN,1.89,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.54,"Additive model, 50% probability of attanining CSCI score above 0.54.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Intermediate,Biostimulatory,TN,NA,No threshold identified
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.46,"Additive model, 50% probability of attanining CSCI score above 0.46.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Low,Biostimulatory,TN,NA,No threshold identified
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.97,"Additive model, 50% probability of attanining ASCI_D score above 0.97.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,High,Biostimulatory,TP,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.91,"Additive model, 50% probability of attanining ASCI_D score above 0.91.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Intermediate,Biostimulatory,TP,0.015,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.8,"Additive model, 50% probability of attanining ASCI_D score above 0.8.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Low,Biostimulatory,TP,0.0841,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.95,"Additive model, 50% probability of attanining ASCI_H score above 0.95.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,High,Biostimulatory,TP,0.0045,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.89,"Additive model, 50% probability of attanining ASCI_H score above 0.89.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Intermediate,Biostimulatory,TP,0.0375,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.75,"Additive model, 50% probability of attanining ASCI_H score above 0.75.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Low,Biostimulatory,TP,0.135,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.69,"Additive model, 50% probability of attanining CSCI score above 0.69.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,High,Biostimulatory,TP,0.183,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.54,"Additive model, 50% probability of attanining CSCI score above 0.54.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Intermediate,Biostimulatory,TP,0.453,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.46,"Additive model, 50% probability of attanining CSCI score above 0.46.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Low,Biostimulatory,TP,NA,No threshold identified
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.97,"Additive model, 50% probability of attanining ASCI_D score above 0.97.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.91,"Additive model, 50% probability of attanining ASCI_D score above 0.91.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Intermediate,Biostimulatory,Chl-a,4.2,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.8,"Additive model, 50% probability of attanining ASCI_D score above 0.8.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Low,Biostimulatory,Chl-a,41.7,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.95,"Additive model, 50% probability of attanining ASCI_H score above 0.95.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.89,"Additive model, 50% probability of attanining ASCI_H score above 0.89.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Intermediate,Biostimulatory,Chl-a,15.6,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.75,"Additive model, 50% probability of attanining ASCI_H score above 0.75.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Low,Biostimulatory,Chl-a,68.2,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.69,"Additive model, 50% probability of attanining CSCI score above 0.69.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,High,Biostimulatory,Chl-a,101,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.54,"Additive model, 50% probability of attanining CSCI score above 0.54.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Intermediate,Biostimulatory,Chl-a,NA,No threshold identified
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.46,"Additive model, 50% probability of attanining CSCI score above 0.46.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Low,Biostimulatory,Chl-a,NA,No threshold identified
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.97,"Additive model, 50% probability of attanining ASCI_D score above 0.97.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.91,"Additive model, 50% probability of attanining ASCI_D score above 0.91.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Intermediate,Biostimulatory,AFDM,0.44,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.8,"Additive model, 50% probability of attanining ASCI_D score above 0.8.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Low,Biostimulatory,AFDM,3.08,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.95,"Additive model, 50% probability of attanining ASCI_H score above 0.95.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,High,Biostimulatory,AFDM,0.24,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.89,"Additive model, 50% probability of attanining ASCI_H score above 0.89.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Intermediate,Biostimulatory,AFDM,1.16,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.75,"Additive model, 50% probability of attanining ASCI_H score above 0.75.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Low,Biostimulatory,AFDM,5.01,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.69,"Additive model, 50% probability of attanining CSCI score above 0.69.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,High,Biostimulatory,AFDM,11.2,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.54,"Additive model, 50% probability of attanining CSCI score above 0.54.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Intermediate,Biostimulatory,AFDM,32.2,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.46,"Additive model, 50% probability of attanining CSCI score above 0.46.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Low,Biostimulatory,AFDM,NA,No threshold identified
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.97,"Additive model, 50% probability of attanining ASCI_D score above 0.97.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.91,"Additive model, 50% probability of attanining ASCI_D score above 0.91.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Intermediate,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_D,0.8,"Additive model, 50% probability of attanining ASCI_D score above 0.8.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-N,Low,Biostimulatory,% cover,41.8,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.95,"Additive model, 50% probability of attanining ASCI_H score above 0.95.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.89,"Additive model, 50% probability of attanining ASCI_H score above 0.89.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Intermediate,Biostimulatory,% cover,12.3,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-N,Intermittent northern California,Response,SCAM,ASCI_H,0.75,"Additive model, 50% probability of attanining ASCI_H score above 0.75.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-N,Low,Biostimulatory,% cover,NA,No threshold identified
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.69,"Additive model, 50% probability of attanining CSCI score above 0.69.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,High,Biostimulatory,% cover,79.7,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.54,"Additive model, 50% probability of attanining CSCI score above 0.54.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Intermediate,Biostimulatory,% cover,93.1,
RFI-N,Intermittent northern California,Response,SCAM,CSCI,0.46,"Additive model, 50% probability of attanining CSCI score above 0.46.",Response SCAM CSCI,Response (SCAM) CSCI RFI-N,Low,Biostimulatory,% cover,97.6,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.94,"Additive model, 50% probability of attanining ASCI_D score above 0.94.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,High,Biostimulatory,TN,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.81,"Additive model, 50% probability of attanining ASCI_D score above 0.81.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Intermediate,Biostimulatory,TN,0.625,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.61,"Additive model, 50% probability of attanining ASCI_D score above 0.61.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Low,Biostimulatory,TN,2.13,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.92,"Additive model, 50% probability of attanining ASCI_H score above 0.92.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,High,Biostimulatory,TN,0.15,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.85,"Additive model, 50% probability of attanining ASCI_H score above 0.85.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Intermediate,Biostimulatory,TN,0.505,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.59,"Additive model, 50% probability of attanining ASCI_H score above 0.59.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Low,Biostimulatory,TN,2.49,
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.89,"Additive model, 50% probability of attanining CSCI score above 0.89.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,High,Biostimulatory,TN,0.345,
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.85,"Additive model, 50% probability of attanining CSCI score above 0.85.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Intermediate,Biostimulatory,TN,0.598,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.71,"Additive model, 50% probability of attanining CSCI score above 0.71.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Low,Biostimulatory,TN,1.7,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.94,"Additive model, 50% probability of attanining ASCI_D score above 0.94.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,High,Biostimulatory,TP,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.81,"Additive model, 50% probability of attanining ASCI_D score above 0.81.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Intermediate,Biostimulatory,TP,0.0766,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.61,"Additive model, 50% probability of attanining ASCI_D score above 0.61.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Low,Biostimulatory,TP,0.279,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.92,"Additive model, 50% probability of attanining ASCI_H score above 0.92.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,High,Biostimulatory,TP,0.021,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.85,"Additive model, 50% probability of attanining ASCI_H score above 0.85.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Intermediate,Biostimulatory,TP,0.0631,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.59,"Additive model, 50% probability of attanining ASCI_H score above 0.59.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Low,Biostimulatory,TP,0.345,
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.89,"Additive model, 50% probability of attanining CSCI score above 0.89.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,High,Biostimulatory,TP,0.0405,
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.85,"Additive model, 50% probability of attanining CSCI score above 0.85.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Intermediate,Biostimulatory,TP,0.0646,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.71,"Additive model, 50% probability of attanining CSCI score above 0.71.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Low,Biostimulatory,TP,0.165,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.94,"Additive model, 50% probability of attanining ASCI_D score above 0.94.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,High,Biostimulatory,Chl-a,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.81,"Additive model, 50% probability of attanining ASCI_D score above 0.81.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Intermediate,Biostimulatory,Chl-a,37.58,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.61,"Additive model, 50% probability of attanining ASCI_D score above 0.61.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Low,Biostimulatory,Chl-a,282,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.92,"Additive model, 50% probability of attanining ASCI_H score above 0.92.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,High,Biostimulatory,Chl-a,7.51,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.85,"Additive model, 50% probability of attanining ASCI_H score above 0.85.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Intermediate,Biostimulatory,Chl-a,27.3,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.59,"Additive model, 50% probability of attanining ASCI_H score above 0.59.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Low,Biostimulatory,Chl-a,NA,No threshold identified
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.89,"Additive model, 50% probability of attanining CSCI score above 0.89.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,High,Biostimulatory,Chl-a,18.3,
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.85,"Additive model, 50% probability of attanining CSCI score above 0.85.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Intermediate,Biostimulatory,Chl-a,30,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.71,"Additive model, 50% probability of attanining CSCI score above 0.71.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Low,Biostimulatory,Chl-a,88.6,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.94,"Additive model, 50% probability of attanining ASCI_D score above 0.94.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.81,"Additive model, 50% probability of attanining ASCI_D score above 0.81.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Intermediate,Biostimulatory,AFDM,2.8,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.61,"Additive model, 50% probability of attanining ASCI_D score above 0.61.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Low,Biostimulatory,AFDM,24.5,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.92,"Additive model, 50% probability of attanining ASCI_H score above 0.92.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,High,Biostimulatory,AFDM,0.681,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.85,"Additive model, 50% probability of attanining ASCI_H score above 0.85.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Intermediate,Biostimulatory,AFDM,1.92,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.59,"Additive model, 50% probability of attanining ASCI_H score above 0.59.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Low,Biostimulatory,AFDM,NA,No threshold identified
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.89,"Additive model, 50% probability of attanining CSCI score above 0.89.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,High,Biostimulatory,AFDM,1.28,
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.85,"Additive model, 50% probability of attanining CSCI score above 0.85.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Intermediate,Biostimulatory,AFDM,2.08,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.71,"Additive model, 50% probability of attanining CSCI score above 0.71.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Low,Biostimulatory,AFDM,8.85,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.94,"Additive model, 50% probability of attanining ASCI_D score above 0.94.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.81,"Additive model, 50% probability of attanining ASCI_D score above 0.81.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Intermediate,Biostimulatory,% cover,37,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_D,0.61,"Additive model, 50% probability of attanining ASCI_D score above 0.61.",Response SCAM ASCI_D,Response (SCAM) ASCI_D RFI-S,Low,Biostimulatory,% cover,NA,No threshold identified
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.92,"Additive model, 50% probability of attanining ASCI_H score above 0.92.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,High,Biostimulatory,% cover,NA,No threshold identified
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.85,"Additive model, 50% probability of attanining ASCI_H score above 0.85.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Intermediate,Biostimulatory,% cover,30.3,
RFI-S,Intermittent southern California,Response,SCAM,ASCI_H,0.59,"Additive model, 50% probability of attanining ASCI_H score above 0.59.",Response SCAM ASCI_H,Response (SCAM) ASCI_H RFI-S,Low,Biostimulatory,% cover,NA,No threshold identified
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.89,"Additive model, 50% probability of attanining CSCI score above 0.89.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,High,Biostimulatory,% cover,15.3,
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.85,"Additive model, 50% probability of attanining CSCI score above 0.85.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Intermediate,Biostimulatory,% cover,28.6,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
RFI-S,Intermittent southern California,Response,SCAM,CSCI,0.71,"Additive model, 50% probability of attanining CSCI score above 0.71.",Response SCAM CSCI,Response (SCAM) CSCI RFI-S,Low,Biostimulatory,% cover,76.1,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
